ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-07-29,62.635482309127994,129.05360362099924,354.8813593625065,62.635482309127994,62.635482309127994,1.662432,1.662432,1.662432,2.7387515026361875,2.7387515026361875,2.7387515026361875,0.02016001531502438,0.02016001531502438,0.02016001531502438,1.0561594873211637,1.0561594873211637,1.0561594873211637,0.0,0.0,0.0,234.17850360159463
2018-07-30,62.59905545134513,104.91678399728723,355.7305733075509,62.59905545134513,62.59905545134513,1.662432,1.662432,1.662432,2.6525420195817615,2.6525420195817615,2.6525420195817615,-0.04219493260464984,-0.04219493260464984,-0.04219493260464984,1.0323049521864118,1.0323049521864118,1.0323049521864118,0.0,0.0,0.0,228.6456804221668
2018-07-31,62.56262859356229,104.30486035655808,344.39079379254656,62.56262859356229,62.56262859356229,1.662432,1.662432,1.662432,2.6272357463189184,2.6272357463189184,2.6272357463189184,-0.04615278714155319,-0.04615278714155319,-0.04615278714155319,1.0109565334604718,1.0109565334604718,1.0109565334604718,0.0,0.0,0.0,226.9294028182432
2018-08-01,62.5295413546921,118.90698250321523,354.02785915104414,62.5295413546921,62.5295413546921,1.662432,1.662432,1.662432,2.761136854853488,2.761136854853488,2.761136854853488,0.10654031811732864,0.10654031811732864,0.10654031811732864,0.9921645367361597,0.9921645367361597,0.9921645367361597,0.0,0.0,0.0,235.18216250621776
2018-08-02,62.496454115821905,110.73570889704673,356.6365688875915,62.496454115821905,62.496454115821905,1.662432,1.662432,1.662432,2.7490214551270435,2.7490214551270435,2.7490214551270435,0.11067000000014189,0.11067000000014189,0.11067000000014189,0.9759194551269016,0.9759194551269016,0.9759194551269016,0.0,0.0,0.0,234.30054734957915
2018-08-03,62.46336687695173,103.57912941073681,348.05595888431685,62.46336687695173,62.46336687695173,1.662432,1.662432,1.662432,2.5266554042787908,2.5266554042787908,2.5266554042787908,-0.09793030429537702,-0.09793030429537702,-0.09793030429537702,0.9621537085741678,0.9621537085741678,0.9621537085741678,0.0,0.0,0.0,220.28677036605063
2018-08-04,62.43027963808155,100.57666462059254,352.7506524865532,62.43027963808155,62.43027963808155,1.662432,1.662432,1.662432,2.5620842896147513,2.5620842896147513,2.5620842896147513,-0.05109230939102536,-0.05109230939102536,-0.05109230939102536,0.950744599005777,0.950744599005777,0.950744599005777,0.0,0.0,0.0,222.381918295066
2018-08-05,62.39719239921135,112.68194874111651,349.66487969524854,62.39719239921135,62.39719239921135,1.662432,1.662432,1.662432,2.6241103949824653,2.6241103949824653,2.6241103949824653,0.020160015314965633,0.020160015314965633,0.020160015314965633,0.9415183796675002,0.9415183796675002,0.9415183796675002,0.0,0.0,0.0,226.13431359170272
2018-08-06,62.36410516034117,98.44498671623553,344.9799257253696,62.36410516034117,62.36410516034117,1.662432,1.662432,1.662432,2.554492381119381,2.554492381119381,2.554492381119381,-0.04219493260454178,-0.04219493260454178,-0.04219493260454178,0.9342553137239233,0.9342553137239233,0.9342553137239233,0.0,0.0,0.0,221.67273664776056
2018-08-07,62.33101792147098,102.38354180046373,355.7564053890049,62.33101792147098,62.33101792147098,1.662432,1.662432,1.662432,2.5449747906409064,2.5449747906409064,2.5449747906409064,-0.04615278714192753,-0.04615278714192753,-0.04615278714192753,0.9286955777828344,0.9286955777828344,0.9286955777828344,0.0,0.0,0.0,220.96188720660118
2018-08-08,62.297930682600786,117.24012238406333,347.21594922917654,62.297930682600786,62.297930682600786,1.662432,1.662432,1.662432,2.6935181688433953,2.6935181688433953,2.6935181688433953,0.10654031811749122,0.10654031811749122,0.10654031811749122,0.9245458507259046,0.9245458507259046,0.9245458507259046,0.0,0.0,0.0,230.09853885753242
2018-08-09,62.26486538298906,118.24236295785431,349.71692547578937,62.26486538298906,62.26486538298906,1.662432,1.662432,1.662432,2.694588417374865,2.694588417374865,2.694588417374865,0.11067000000003448,0.11067000000003448,0.11067000000003448,0.9214864173748311,0.9214864173748311,0.9214864173748311,0.0,0.0,0.0,230.04305045339655
2018-08-10,62.231800083377344,97.63330521856528,340.2147885317836,62.231800083377344,62.231800083377344,1.662432,1.662432,1.662432,2.483680305931066,2.483680305931066,2.483680305931066,-0.09793030429546107,-0.09793030429546107,-0.09793030429546107,0.9191786102265268,0.9191786102265268,0.9191786102265268,0.0,0.0,0.0,216.7956963531009
2018-08-11,62.19873478376561,99.48208293589113,337.6367367776024,62.19873478376561,62.19873478376561,1.662432,1.662432,1.662432,2.52861210137399,2.52861210137399,2.52861210137399,-0.05109230939114866,-0.05109230939114866,-0.05109230939114866,0.9172724107651388,0.9172724107651388,0.9172724107651388,0.0,0.0,0.0,219.47520824814666
2018-08-12,62.165669484153895,104.15109689026313,345.2972270502976,62.165669484153895,62.165669484153895,1.662432,1.662432,1.662432,2.598006049900601,2.598006049900601,2.598006049900601,0.02016001531505795,0.02016001531505795,0.02016001531505795,0.9154140345855432,0.9154140345855432,0.9154140345855432,0.0,0.0,0.0,223.67245490010689
2018-08-13,62.13260418454216,104.10806762115625,340.6889492718036,62.13260418454216,62.13260418454216,1.662432,1.662432,1.662432,2.5334903989206863,2.5334903989206863,2.5334903989206863,-0.04219493260464157,-0.04219493260464157,-0.04219493260464157,0.9132533315253277,0.9132533315253277,0.9132533315253277,0.0,0.0,0.0,219.54496034601897
2018-08-14,62.099538884930446,93.76303069305165,340.98408130227415,62.099538884930446,62.099538884930446,1.662432,1.662432,1.662432,2.5267300557241645,2.5267300557241645,2.5267300557241645,-0.04615278714181448,-0.04615278714181448,-0.04615278714181448,0.9104508428659789,0.9104508428659789,0.9104508428659789,0.0,0.0,0.0,219.00831023209568
2018-08-15,62.06647358531872,108.90392303189387,344.9974102123525,62.06647358531872,62.06647358531872,1.662432,1.662432,1.662432,2.6756566901256846,2.6756566901256846,2.6756566901256846,0.10654031811756619,0.10654031811756619,0.10654031811756619,0.9066843720081187,0.9066843720081187,0.9066843720081187,0.0,0.0,0.0,228.13504886638583
2018-08-16,62.03340828570701,102.42854743738985,349.7408604615653,62.03340828570701,62.03340828570701,1.662432,1.662432,1.662432,2.6747569423539748,2.6747569423539748,2.6747569423539748,0.11066999999987703,0.11066999999987703,0.11066999999987703,0.9016549423540985,0.9016549423540985,0.9016549423540985,0.0,0.0,0.0,227.95769775578043
2018-08-17,62.00034767342759,89.85064165360066,338.0665727237838,62.00034767342759,62.00034767342759,1.662432,1.662432,1.662432,2.459593731581359,2.459593731581359,2.459593731581359,-0.09793030429531084,-0.09793030429531084,-0.09793030429531084,0.8950920358766701,0.8950920358766701,0.8950920358766701,0.0,0.0,0.0,214.496014166855
2018-08-18,61.967287061148184,107.42886888633045,345.23127029382226,61.967287061148184,61.967287061148184,1.662432,1.662432,1.662432,2.498097718023587,2.498097718023587,2.498097718023587,-0.051092309391068666,-0.051092309391068666,-0.051092309391068666,0.8867580274146557,0.8867580274146557,0.8867580274146557,0.0,0.0,0.0,216.767625460715
2018-08-19,61.93422644886876,97.07205036255445,345.1199681814649,61.93422644886876,61.93422644886876,1.662432,1.662432,1.662432,2.5590437677938507,2.5590437677938507,2.5590437677938507,0.020160015314999193,0.020160015314999193,0.020160015314999193,0.8764517524788512,0.8764517524788512,0.8764517524788512,0.0,0.0,0.0,220.42662265597946
2018-08-20,61.90116583658935,99.08734107209101,331.92720455268943,61.90116583658935,61.90116583658935,1.662432,1.662432,1.662432,2.4842482370303545,2.4842482370303545,2.4842482370303545,-0.042194932604741345,-0.042194932604741345,-0.042194932604741345,0.864011169635096,0.864011169635096,0.864011169635096,0.0,0.0,0.0,215.67902793626004
2018-08-21,61.86810522430994,93.03786010598822,336.3716328969197,61.86810522430994,61.86810522430994,1.662432,1.662432,1.662432,2.4655943145850694,2.4655943145850694,2.4655943145850694,-0.04615278714170143,-0.04615278714170143,-0.04615278714170143,0.8493151017267708,0.8493151017267708,0.8493151017267708,0.0,0.0,0.0,214.40975371951936
2018-08-22,61.83504461203052,101.46793872263872,342.7017631910063,61.83504461203052,61.83504461203052,1.662432,1.662432,1.662432,2.6012563808173432,2.6012563808173432,2.6012563808173432,0.10654031811746743,0.10654031811746743,0.10654031811746743,0.832284062699876,0.832284062699876,0.832284062699876,0.0,0.0,0.0,222.6838489672
2018-08-23,61.8019839997511,95.6394863891207,331.5277486842164,61.8019839997511,61.8019839997511,1.662432,1.662432,1.662432,2.5859821980435163,2.5859821980435163,2.5859821980435163,0.1106700000001468,0.1106700000001468,0.1106700000001468,0.8128801980433696,0.8128801980433696,0.8128801980433696,0.0,0.0,0.0,221.62081442687767
2018-08-24,61.76892338747168,86.41339809231323,331.46190058763307,61.76892338747168,61.76892338747168,1.662432,1.662432,1.662432,2.3556080820526866,2.3556080820526866,2.3556080820526866,-0.09793030429516564,-0.09793030429516564,-0.09793030429516564,0.791106386347852,0.791106386347852,0.791106386347852,0.0,0.0,0.0,207.27229853869318
2018-08-25,61.73586279145989,90.15223408571019,329.6885821001023,61.73586279145989,61.73586279145989,1.662432,1.662432,1.662432,2.378344257396077,2.378344257396077,2.378344257396077,-0.05109230939098867,-0.05109230939098867,-0.05109230939098867,0.7670045667870659,0.7670045667870659,0.7670045667870659,0.0,0.0,0.0,208.56499753692066
2018-08-26,61.7028021954481,94.62053591520146,338.17949711135583,61.7028021954481,61.7028021954481,1.662432,1.662432,1.662432,2.4232453873953625,2.4232453873953625,2.4232453873953625,0.020160015315024944,0.020160015315024944,0.020160015315024944,0.7406533720803379,0.7406533720803379,0.7406533720803379,0.0,0.0,0.0,211.22383300493615
2018-08-27,61.669741599436314,89.94226270036738,330.7610043160189,61.669741599436314,61.669741599436314,1.662432,1.662432,1.662432,2.3324022258253843,2.3324022258253843,2.3324022258253843,-0.04219493260473436,-0.04219493260473436,-0.04219493260473436,0.7121651584301188,0.7121651584301188,0.7121651584301188,0.0,0.0,0.0,205.50838417203786
2018-08-28,61.636681003424535,83.80151199648049,324.2377851449169,61.636681003424535,61.636681003424535,1.662432,1.662432,1.662432,2.2979617457291353,2.2979617457291353,2.2979617457291353,-0.04615278714193995,-0.04615278714193995,-0.04615278714193995,0.6816825328710755,0.6816825328710755,0.6816825328710755,0.0,0.0,0.0,203.27541608300382
2018-08-29,61.60362040741275,96.91835819184644,338.0795531285012,61.60362040741275,61.60362040741275,1.662432,1.662432,1.662432,2.4183468024396975,2.4183468024396975,2.4183468024396975,0.10654031811754242,0.10654031811754242,0.10654031811754242,0.6493744843221548,0.6493744843221548,0.6493744843221548,0.0,0.0,0.0,210.58253883838827
2018-08-30,61.57055981140096,88.03307581963429,329.30577649965716,61.57055981140096,61.57055981140096,1.662432,1.662432,1.662432,2.3885342274119172,2.3885342274119172,2.3885342274119172,0.11066999999998935,0.11066999999998935,0.11066999999998935,0.615432227411928,0.615432227411928,0.615432227411928,0.0,0.0,0.0,208.6339493218448
2018-08-31,61.53749921538919,67.1873226837188,317.9263200101917,61.53749921538919,61.53749921538919,1.662432,1.662432,1.662432,2.1445665636330977,2.1445665636330977,2.1445665636330977,-0.09793030429524968,-0.09793030429524968,-0.09793030429524968,0.5800648679283478,0.5800648679283478,0.5800648679283478,0.0,0.0,0.0,193.50876244231083
2018-09-01,61.504438620806134,77.65646324495385,314.2905056447172,61.504438620806134,61.504438620806134,1.662432,1.662432,1.662432,2.1548346863204766,2.1548346863204766,2.1548346863204766,-0.05109230939090868,-0.05109230939090868,-0.05109230939090868,0.5434949957113854,0.5434949957113854,0.5434949957113854,0.0,0.0,0.0,194.03633632358793
2018-09-02,61.47137802622308,80.94368905000715,313.0128465057641,61.47137802622308,61.47137802622308,1.662432,1.662432,1.662432,2.188546320507684,2.188546320507684,2.188546320507684,0.020160015314948265,0.020160015314948265,0.020160015314948265,0.5059543051927359,0.5059543051927359,0.5059543051927359,0.0,0.0,0.0,196.0043362220505
2018-09-03,61.43831743164003,64.40696671284388,316.3913090883107,61.43831743164003,61.43831743164003,1.662432,1.662432,1.662432,2.0879164032957105,2.0879164032957105,2.0879164032957105,-0.04219493260452521,-0.04219493260452521,-0.04219493260452521,0.4676793359002361,0.4676793359002361,0.4676793359002361,0.0,0.0,0.0,189.71638818805005
2018-09-04,61.40525683705699,58.169182190093714,303.956188501926,61.40525683705699,61.40525683705699,1.662432,1.662432,1.662432,2.0451866283021043,2.0451866283021043,2.0451866283021043,-0.04615278714171902,-0.04615278714171902,-0.04615278714171902,0.4289074154438234,0.4289074154438234,0.4289074154438234,0.0,0.0,0.0,186.9904670276623
2018-09-05,61.37219624247394,64.72916742742984,306.6706579834062,61.37219624247394,61.37219624247394,1.662432,1.662432,1.662432,2.1588451942946962,2.1588451942946962,2.1588451942946962,0.10654031811761737,0.10654031811761737,0.10654031811761737,0.38987287617707905,0.38987287617707905,0.38987287617707905,0.0,0.0,0.0,193.8652671638498
2018-09-06,61.339135647890885,66.92453852112727,321.6704568037117,61.339135647890885,61.339135647890885,1.662432,1.662432,1.662432,2.1239056042954685,2.1239056042954685,2.1239056042954685,0.11066999999988193,0.11066999999988193,0.11066999999988193,0.35080360429558693,0.35080360429558693,0.35080360429558693,0.0,0.0,0.0,191.6176696130863
2018-09-07,61.30607505330783,54.27847632810954,298.1380209784896,61.30607505330783,61.30607505330783,1.662432,1.662432,1.662432,1.8764196627384933,1.8764196627384933,1.8764196627384933,-0.09793030429509696,-0.09793030429509696,-0.09793030429509696,0.31191796703359037,0.31191796703359037,0.31191796703359037,0.0,0.0,0.0,176.34199972865645
2018-09-08,61.27301445872479,57.11106279191371,304.572138768716,61.27301445872479,61.27301445872479,1.662432,1.662432,1.662432,1.8847618408721325,1.8847618408721325,1.8847618408721325,-0.05109230939103198,-0.05109230939103198,-0.05109230939103198,0.27342215026316447,0.27342215026316447,0.27342215026316447,0.0,0.0,0.0,176.7580539857357
2018-09-09,61.23996849194239,53.21415441707981,292.15964951388315,61.23996849194239,61.23996849194239,1.662432,1.662432,1.662432,1.91809994092391,1.91809994092391,1.91809994092391,0.020160015314974005,0.020160015314974005,0.020160015314974005,0.23550792560893596,0.23550792560893596,0.23550792560893596,0.0,0.0,0.0,178.70434843851922
2018-09-10,61.206922525159996,59.07296134448972,287.99192108174213,61.206922525159996,61.206922525159996,1.662432,1.662432,1.662432,1.818587920934705,1.818587920934705,1.818587920934705,-0.04219493260451824,-0.04219493260451824,-0.04219493260451824,0.1983508535392232,0.1983508535392232,0.1983508535392232,0.0,0.0,0.0,172.51709250700227
2018-09-11,61.1738765583776,59.28187377855213,287.73281775464847,61.1738765583776,61.1738765583776,1.662432,1.662432,1.662432,1.7783881299922846,1.7783881299922846,1.7783881299922846,-0.046152787141713836,-0.046152787141713836,-0.046152787141713836,0.16210891713399847,0.16210891713399847,0.16210891713399847,0.0,0.0,0.0,169.9647724954096
2018-09-12,61.140830591595204,58.83814866735559,306.2912371170913,61.140830591595204,61.140830591595204,1.662432,1.662432,1.662432,1.8958938887698586,1.8958938887698586,1.8958938887698586,0.10654031811769234,0.10654031811769234,0.10654031811769234,0.1269215706521663,0.1269215706521663,0.1269215706521663,0.0,0.0,0.0,177.05735766451377
2018-09-13,61.1077846248128,51.84284049941962,312.5287197864454,61.1077846248128,61.1077846248128,1.662432,1.662432,1.662432,1.866011177868696,1.866011177868696,1.866011177868696,0.11067000000005166,0.11067000000005166,0.11067000000005166,0.09290917786864436,0.09290917786864436,0.09290917786864436,0.0,0.0,0.0,175.13559378950634
2018-09-14,61.074738658030405,31.170021931399223,278.03642245754327,61.074738658030405,61.074738658030405,1.662432,1.662432,1.662432,1.6246745033189895,1.6246745033189895,1.6246745033189895,-0.09793030429518353,-0.09793030429518353,-0.09793030429518353,0.06017280761417328,0.06017280761417328,0.06017280761417328,0.0,0.0,0.0,160.30130935260306
