ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-01-01,136.31955445833333,20.9067037554963,134.6931056560226,136.31955445833333,136.31955445833333,-58.76526591539335,-58.76526591539335,-58.76526591539335,80.00769931666667,80.00769931666667,80.00769931666667,-2.9395283888338106,-2.9395283888338106,-2.9395283888338106,-135.8334368432262,-135.8334368432262,-135.8334368432262,0.0,0.0,0.0,77.55428854293999
2016-01-02,136.31360943416666,20.604318321172286,132.5842800162881,136.31360943416666,136.31360943416666,-58.89962331241752,-58.89962331241752,-58.89962331241752,80.00769931666667,80.00769931666667,80.00769931666667,-1.9278659704687338,-1.9278659704687338,-1.9278659704687338,-136.97945665861545,-136.97945665861545,-136.97945665861545,0.0,0.0,0.0,77.41398612174915
2016-01-03,136.30766441,25.16077008948288,137.22853508159832,136.30766441,136.30766441,-56.64213241823876,-56.64213241823876,-56.64213241823876,80.00769931666667,80.00769931666667,80.00769931666667,1.460102900122283,1.460102900122283,1.460102900122283,-138.10993463502768,-138.10993463502768,-138.10993463502768,0.0,0.0,0.0,79.66553199176124
2016-01-04,136.30171938583334,28.481309602304766,136.05710175102405,136.30171938583334,136.30171938583334,-56.46583906886709,-56.46583906886709,-56.46583906886709,80.00769931666667,80.00769931666667,80.00769931666667,2.729824892049324,2.729824892049324,2.729824892049324,-139.20336327758307,-139.20336327758307,-139.20336327758307,0.0,0.0,0.0,79.83588031696624
2016-01-05,136.29577436166667,21.404347905553344,133.8464757505551,136.29577436166667,136.29577436166667,-57.168276072093484,-57.168276072093484,-57.168276072093484,80.00769931666667,80.00769931666667,80.00769931666667,3.061748383052617,3.061748383052617,3.061748383052617,-140.2377237718128,-140.2377237718128,-140.2377237718128,0.0,0.0,0.0,79.1274982895732
2016-01-06,136.2898293375,18.349471851327184,124.84586054528268,136.2898293375,136.2898293375,-63.47611156113895,-63.47611156113895,-63.47611156113895,80.00769931666667,80.00769931666667,80.00769931666667,-2.293017051749056,-2.293017051749056,-2.293017051749056,-141.19079382605656,-141.19079382605656,-141.19079382605656,0.0,0.0,0.0,72.81371777636106
2016-01-07,136.28388431333335,20.250440055717345,129.76033994135648,136.28388431333335,136.28388431333335,-62.12403428258763,-62.12403428258763,-62.12403428258763,80.00769931666667,80.00769931666667,80.00769931666667,-0.09126476416446755,-0.09126476416446755,-0.09126476416446755,-142.04046883508983,-142.04046883508983,-142.04046883508983,0.0,0.0,0.0,74.15985003074572
2016-01-08,136.27793928916668,18.384025217314683,122.54099382872417,136.27793928916668,136.27793928916668,-65.69692203095877,-65.69692203095877,-65.69692203095877,80.00769931666667,80.00769931666667,80.00769931666667,-2.939528388832692,-2.939528388832692,-2.939528388832692,-142.76509295879274,-142.76509295879274,-142.76509295879274,0.0,0.0,0.0,70.58101725820791
2016-01-09,136.27199426500002,18.451177924046593,127.88584819265216,136.27199426500002,136.27199426500002,-65.26396290295591,-65.26396290295591,-65.26396290295591,80.00769931666667,80.00769931666667,80.00769931666667,-1.9278659704866348,-1.9278659704866348,-1.9278659704866348,-143.34379624913595,-143.34379624913595,-143.34379624913595,0.0,0.0,0.0,71.00803136204411
2016-01-10,136.26604924083333,19.50284007462712,128.96150592945233,136.26604924083333,136.26604924083333,-62.2890312819775,-62.2890312819775,-62.2890312819775,80.00769931666667,80.00769931666667,80.00769931666667,1.4601029001175394,1.4601029001175394,1.4601029001175394,-143.75683349876172,-143.75683349876172,-143.75683349876172,0.0,0.0,0.0,73.97701795885582
2016-01-11,136.26010421666666,22.48090278166359,126.2909667867958,136.26010421666666,136.26010421666666,-61.248395835113755,-61.248395835113755,-61.248395835113755,80.00769931666667,80.00769931666667,80.00769931666667,2.729824892047757,2.729824892047757,2.729824892047757,-143.98592004382817,-143.98592004382817,-143.98592004382817,0.0,0.0,0.0,75.0117083815529
2016-01-12,136.2541591925,20.57119033174933,129.9824217578561,136.2541591925,136.2541591925,-60.94511165192483,-60.94511165192483,-60.94511165192483,80.00769931666667,80.00769931666667,80.00769931666667,3.0617483830511363,3.0617483830511363,3.0617483830511363,-144.01455935164265,-144.01455935164265,-144.01455935164265,0.0,0.0,0.0,75.30904754057516
2016-01-13,136.24821416833333,13.708688184109231,125.70614651793237,136.24821416833333,136.24821416833333,-66.11367461621018,-66.11367461621018,-66.11367461621018,80.00769931666667,80.00769931666667,80.00769931666667,-2.293017051749961,-2.293017051749961,-2.293017051749961,-143.82835688112692,-143.82835688112692,-143.82835688112692,0.0,0.0,0.0,70.13453955212316
2016-01-14,136.24226914416667,16.76433128072428,127.48495399375173,136.24226914416667,136.24226914416667,-63.49887988932436,-63.49887988932436,-63.49887988932436,80.00769931666667,80.00769931666667,80.00769931666667,-0.09126476417026175,-0.09126476417026175,-0.09126476417026175,-143.41531444182075,-143.41531444182075,-143.41531444182075,0.0,0.0,0.0,72.74338925484231
2016-01-15,136.23632412,12.03577816733931,123.88299446826197,136.23632412,136.23632412,-65.69792818778537,-65.69792818778537,-65.69792818778537,80.00769931666667,80.00769931666667,80.00769931666667,-2.9395283888377985,-2.9395283888377985,-2.9395283888377985,-142.76609911561425,-142.76609911561425,-142.76609911561425,0.0,0.0,0.0,70.53839593221464
2016-01-16,136.23037909583334,18.54918824021821,127.7746310256337,136.23037909583334,136.23037909583334,-63.79444741681178,-63.79444741681178,-63.79444741681178,80.00769931666667,80.00769931666667,80.00769931666667,-1.9278659704775447,-1.9278659704775447,-1.9278659704775447,-141.8742807630009,-141.8742807630009,-141.8742807630009,0.0,0.0,0.0,72.43593167902156
2016-01-17,136.22443407166668,23.672433119219612,133.30151617448982,136.22443407166668,136.22443407166668,-59.268730012280884,-59.268730012280884,-59.268730012280884,80.00769931666667,80.00769931666667,80.00769931666667,1.4601029001228116,1.4601029001228116,1.4601029001228116,-140.73653222907038,-140.73653222907038,-140.73653222907038,0.0,0.0,0.0,76.9557040593858
2016-01-18,136.21848904750001,29.935031308448373,135.99701655902123,136.21848904750001,136.21848904750001,-56.615262398318386,-56.615262398318386,-56.615262398318386,80.00769931666667,80.00769931666667,80.00769931666667,2.7298248920540003,2.7298248920540003,2.7298248920540003,-139.35278660703904,-139.35278660703904,-139.35278660703904,0.0,0.0,0.0,79.60322664918164
2016-01-19,136.21254402333335,26.32172540648085,131.51896681010254,136.21254402333335,136.21254402333335,-54.656898618178275,-54.656898618178275,-54.656898618178275,80.00769931666667,80.00769931666667,80.00769931666667,3.061748383062902,3.061748383062902,3.061748383062902,-137.72634631790785,-137.72634631790785,-137.72634631790785,0.0,0.0,0.0,81.55564540515508
2016-01-20,136.20659899916666,18.820438131275083,139.27620369950603,136.20659899916666,136.20659899916666,-58.149257064466475,-58.149257064466475,-58.149257064466475,80.00769931666667,80.00769931666667,80.00769931666667,-2.293017051748063,-2.293017051748063,-2.293017051748063,-135.8639393293851,-135.8639393293851,-135.8639393293851,0.0,0.0,0.0,78.05734193470019
2016-01-21,136.200653975,29.71198167122776,136.0702437991614,136.200653975,136.200653975,-53.8592840127326,-53.8592840127326,-53.8592840127326,80.00769931666667,80.00769931666667,80.00769931666667,-0.09126476416659941,-0.09126476416659941,-0.09126476416659941,-133.77571856523267,-133.77571856523267,-133.77571856523267,0.0,0.0,0.0,82.3413699622674
2016-01-22,136.19470895083333,25.119928036135292,132.30285960752977,136.19470895083333,136.19470895083333,-54.40703051446849,-54.40703051446849,-54.40703051446849,80.00769931666667,80.00769931666667,80.00769931666667,-2.9395283888366808,-2.9395283888366808,-2.9395283888366808,-131.4752014422985,-131.4752014422985,-131.4752014422985,0.0,0.0,0.0,81.78767843636484
2016-01-23,136.18876392666667,28.639421840398647,139.07251707814902,136.18876392666667,136.18876392666667,-50.89931416026028,-50.89931416026028,-50.89931416026028,80.00769931666667,80.00769931666667,80.00769931666667,-1.9278659704684555,-1.9278659704684555,-1.9278659704684555,-128.9791475064585,-128.9791475064585,-128.9791475064585,0.0,0.0,0.0,85.28944976640639
2016-01-24,136.1828189025,36.193576600791,148.43149731314193,136.1828189025,136.1828189025,-44.83957108685033,-44.83957108685033,-44.83957108685033,80.00769931666667,80.00769931666667,80.00769931666667,1.4601029001280836,1.4601029001280836,1.4601029001280836,-126.3073733036451,-126.3073733036451,-126.3073733036451,0.0,0.0,0.0,91.34324781564968
2016-01-25,136.17687387833334,39.15042492594432,147.8257106408807,136.17687387833334,136.17687387833334,-40.74498068859302,-40.74498068859302,-40.74498068859302,80.00769931666667,80.00769931666667,80.00769931666667,2.729824892044041,2.729824892044041,2.729824892044041,-123.48250489730371,-123.48250489730371,-123.48250489730371,0.0,0.0,0.0,95.43189318974032
2016-01-26,136.17092885416668,45.77509819558758,153.4741393174533,136.17092885416668,136.17092885416668,-37.46022210193911,-37.46022210193911,-37.46022210193911,80.00769931666667,80.00769931666667,80.00769931666667,3.0617483830614205,3.0617483830614205,3.0617483830614205,-120.5296698016672,-120.5296698016672,-120.5296698016672,0.0,0.0,0.0,98.71070675222757
2016-01-27,136.16498383,40.78701973252437,153.34084042558942,136.16498383,136.16498383,-39.76144924623054,-39.76144924623054,-39.76144924623054,80.00769931666667,80.00769931666667,80.00769931666667,-2.293017051749464,-2.293017051749464,-2.293017051749464,-117.47613151114773,-117.47613151114773,-117.47613151114773,0.0,0.0,0.0,96.40353458376947
2016-01-28,136.15903880583335,46.43768922958607,154.05639848626558,136.15903880583335,136.15903880583335,-34.43443668267568,-34.43443668267568,-34.43443668267568,80.00769931666667,80.00769931666667,80.00769931666667,-0.09126476416789049,-0.09126476416789049,-0.09126476416789049,-114.35087123517445,-114.35087123517445,-114.35087123517445,0.0,0.0,0.0,101.72460212315767
2016-01-29,136.15309378166668,47.90329297969725,156.10240509803614,136.15309378166668,136.15309378166668,-34.115951929230775,-34.115951929230775,-34.115951929230775,80.00769931666667,80.00769931666667,80.00769931666667,-2.939528388843991,-2.939528388843991,-2.939528388843991,-111.18412285705344,-111.18412285705344,-111.18412285705344,0.0,0.0,0.0,102.03714185243591
2016-01-30,136.14714875750002,51.633568130443194,159.74262562792262,136.14714875750002,136.14714875750002,-29.927035140775097,-29.927035140775097,-29.927035140775097,80.00769931666667,80.00769931666667,80.00769931666667,-1.9278659704728616,-1.9278659704728616,-1.9278659704728616,-108.0068684869689,-108.0068684869689,-108.0068684869689,0.0,0.0,0.0,106.22011361672492
2016-01-31,136.14120373333333,59.920347657816556,166.84993296247941,136.14120373333333,136.14120373333333,-23.38250101540248,-23.38250101540248,-23.38250101540248,80.00769931666667,80.00769931666667,80.00769931666667,1.4601029001251162,1.4601029001251162,1.4601029001251162,-104.85030323219428,-104.85030323219428,-104.85030323219428,0.0,0.0,0.0,112.75870271793084
2016-02-01,136.13525870916666,62.33203184372318,170.8644398552047,136.13525870916666,136.13525870916666,-19.00775471474452,-19.00775471474452,-19.00775471474452,80.00769931666667,80.00769931666667,80.00769931666667,2.729824892050285,2.729824892050285,2.729824892050285,-101.74527892346148,-101.74527892346148,-101.74527892346148,0.0,0.0,0.0,117.12750399442214
2016-02-02,136.129313685,65.50804270017677,174.88683692646399,136.129313685,136.129313685,-15.652289777129026,-15.652289777129026,-15.652289777129026,80.00769931666667,80.00769931666667,80.00769931666667,3.0617483830599395,3.0617483830599395,3.0617483830599395,-98.72173747685565,-98.72173747685565,-98.72173747685565,0.0,0.0,0.0,120.47702390787097
2016-02-03,136.12336866083334,61.78802255644279,168.95492313543716,136.12336866083334,136.12336866083334,-18.093463036966995,-18.093463036966995,-18.093463036966995,80.00769931666667,80.00769931666667,80.00769931666667,-2.293017051750865,-2.293017051750865,-2.293017051750865,-95.8081453018828,-95.8081453018828,-95.8081453018828,0.0,0.0,0.0,118.02990562386634
2016-02-04,136.11742363666667,69.77555502089933,177.51630404991627,136.11742363666667,136.11742363666667,-13.114506104537458,-13.114506104537458,-13.114506104537458,80.00769931666667,80.00769931666667,80.00769931666667,-0.09126476416918172,-0.09126476416918172,-0.09126476416918172,-93.03094065703493,-93.03094065703493,-93.03094065703493,0.0,0.0,0.0,123.00291753212922
2016-02-05,136.1114786125,66.46737103687076,180.13626733691802,136.1114786125,136.1114786125,-13.345835151143888,-13.345835151143888,-13.345835151143888,80.00769931666667,80.00769931666667,80.00769931666667,-2.939528388821607,-2.939528388821607,-2.939528388821607,-90.41400607898895,-90.41400607898895,-90.41400607898895,0.0,0.0,0.0,122.76564346135612
2016-02-06,136.10553358833334,73.32100918174253,179.12744685339229,136.10553358833334,136.10553358833334,-9.898344605596892,-9.898344605596892,-9.898344605596892,80.00769931666667,80.00769931666667,80.00769931666667,-1.9278659704740082,-1.9278659704740082,-1.9278659704740082,-87.97817795178956,-87.97817795178956,-87.97817795178956,0.0,0.0,0.0,126.20718898273645
2016-02-07,136.09958856416668,74.1769632313898,183.09036452295064,136.09958856416668,136.09958856416668,-4.273002708421191,-4.273002708421191,-4.273002708421191,80.00769931666667,80.00769931666667,80.00769931666667,1.460102900120373,1.460102900120373,1.460102900120373,-85.74080492520824,-85.74080492520824,-85.74080492520824,0.0,0.0,0.0,131.8265858557455
2016-02-08,136.09364354000002,79.05442453274235,193.91868813624885,136.09364354000002,136.09364354000002,-0.977842023451928,-0.977842023451928,-0.977842023451928,80.00769931666667,80.00769931666667,80.00769931666667,2.7298248920487183,2.7298248920487183,2.7298248920487183,-83.71536623216733,-83.71536623216733,-83.71536623216733,0.0,0.0,0.0,135.1158015165481
